FILE,COLUMN,TYPE,UNIT,FORMULA,SOURCE,EARLIEST_AVAILABILITY,POINT_IN_TIME_FEATURE_OR_OUTCOME,MISSING_VALUE_MEANING,KNOWN_LIMITATION
pool_outcomes.csv.gz,OUT_FIX180_t_mae_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX180_t_mae: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX180_t_mfe_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX180_t_mfe: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX180_t_sl_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX180_t_sl: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX180_t_tp_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX180_t_tp: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_cost_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_cost: camp usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_fee_bps,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_fee: camp bps (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_qty_tokens,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_qty: camp tokens (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_quote_in_lamports,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_quote: camp in_lamports (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_rb: camp rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_rq: camp rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_slot: camp slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_entry_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_entry_ts: camp ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exact_liquidation_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exact_liquidation: camp usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exit_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exit_rb: camp rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exit_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exit_rq: camp rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exit_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exit_slot: camp slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exit_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exit_ts: camp ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_exit_type: camp type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_first_barrier,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_first_barrier: camp barrier (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_hold_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_hold_s: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_mae_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_mae_usd: camp usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_mfe_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_mfe_usd: camp usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_pnl_usd: camp usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_ret,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_ret: camp ret (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_same_slot_tp_sl_ambiguity,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_same_slot: camp tp_sl_ambiguity (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_t_mae_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_t_mae: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_t_mfe_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_t_mfe: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_t_sl_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_t_sl: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_FIX60_t_tp_s,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii FIX60_t_tp: camp s (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_cost125_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp cost125_exit_type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_cost125_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp cost125_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_cost150_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp cost150_exit_type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_cost150_pnl_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp cost150_pnl_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_cost_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_cost_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_fee_bps,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_fee_bps (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_qty_tokens,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_qty_tokens (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_quote_in_lamports,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_quote_in_lamports (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_entry_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp entry_ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exact_liquidation_usd,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exact_liquidation_usd (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exit_rb,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exit_rb (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exit_rq,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exit_rq (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exit_slot,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exit_slot (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exit_ts,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exit_ts (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_exit_type,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp exit_type (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
pool_outcomes.csv.gz,OUT_TP100_SL30_300_first_barrier,number/string,USD/tokeni/lamports/s,"OUTCOME VIITOR al politicii TP100_SL30_300: camp first_barrier (entry_qty_tokens, entry_cost_usd, entry_rb/rq, exit_type, first_barrier, exit_ts/slot/rb/rq, exact_liquidation_usd, pnl_usd, ret, mfe/mae_usd, t_mfe/t_mae/t_tp/t_sl_s, same_slot_tp_sl_ambiguity, hold_s; sufixe cost125/cost150/optimistic/latX = stres)",build_external_bundle.py::sim,dupa iesire,OUTCOME,gol = neexecutabil,fara FAIL-1/Jito
